,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,business_code_enc,day_of_cleardate,month_of_cleardate,year_of_cleardate,day_of_postingdate,month_of_postingdate,year_of_postingdate,day_of_due,month_of_due,year_of_due,day_of_createdate,month_of_createdate,year_of_createdate,cust_payment_terms_enc,name_customer_enc,Aging Bucket
14,CA02,140105785,SHOPPE foundation,2020-04-26 13:58:40.750000000,2020.0,2960624627.0,2020-03-27 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-31 00:00:00.000000000,CA10,1980.7199999999998,65,,,,27,3,2020,10,4,2020,31,3,2020,5,2922,16-30
15,U001,200769623,WAL-MAR ,2020-03-16 19:08:51.828125000,2020.0,1930577078.0,2020-02-28 00:00:00.000000000,2020-03-14 00:00:00.000000000,2020-02-28 00:00:00.000000000,NAH4,14514.68,65,,,,28,2,2020,14,3,2020,28,2,2020,33,2990,0-15
16,U001,200769623,WAL-MAR foundation,2020-04-23 15:34:01.125000000,2020.0,1930774741.0,2020-04-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,2020-04-10 00:00:00.000000000,NAH4,55400.31,65,,,,10,4,2020,25,4,2020,10,4,2020,33,2995,
17,U001,200772670,ASSOCIAT corporation,2020-04-28 07:42:48.125000000,2020.0,1930765053.0,2020-04-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-09 00:00:00.000000000,NAU5,174766.36,65,,,,9,4,2020,24,4,2020,9,4,2020,45,182,0-15
18,U001,200900909,SYSCO systems,2020-04-21 12:14:00.937500000,2020.0,1930645969.0,2020-03-13 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-13 00:00:00.000000000,NA32,31512.75,65,,,,13,3,2020,14,4,2020,13,3,2020,13,2758,0-15
19,U001,200769623,WAL-MAR systems,2020-04-16 13:46:33.468750000,2020.0,1930718081.0,2020-03-30 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-30 00:00:00.000000000,NAH4,19701.55,65,,,,30,3,2020,14,4,2020,30,3,2020,33,2998,0-15
20,U001,200726979,BJ'S  trust,2020-05-06 15:24:21.906250000,2020.0,1930788667.0,2020-04-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAA8,132.72,65,,,,16,4,2020,1,5,2020,16,4,2020,20,318,0-15
21,U001,200769623,WAL-MAR llc,2020-04-11 11:28:38.375000000,2020.0,1930709919.0,2020-03-29 00:00:00.000000000,2020-04-13 00:00:00.000000000,2020-03-29 00:00:00.000000000,NAH4,1121.15,65,,,,29,3,2020,13,4,2020,29,3,2020,33,2997,
22,U001,200769623,WAL-MAR llc,2020-04-23 21:37:09.703125000,2020.0,1930752568.0,2020-04-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAH4,11394.84,65,,,,6,4,2020,21,4,2020,6,4,2020,33,2997,0-15
23,CA02,140105847,GORDON F co,2020-05-02 20:19:36.250000000,2020.0,2960627274.0,2020-04-08 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-08 00:00:00.000000000,CA10,2579.64,65,,,,8,4,2020,18,4,2020,8,4,2020,5,1100,0-15
24,U001,200744019,TARG foundation,2020-04-01 05:46:08.468750000,2020.0,1930648342.0,2020-03-15 00:00:00.000000000,2020-03-30 00:00:00.000000000,2020-03-15 00:00:00.000000000,NAA8,52123.3,65,,,,15,3,2020,30,3,2020,15,3,2020,20,2787,0-15
25,U001,200769623,WAL-MAR systems,2020-03-27 11:17:08.390625000,2020.0,1930632791.0,2020-03-10 00:00:00.000000000,2020-03-25 00:00:00.000000000,2020-03-10 00:00:00.000000000,NAH4,14994.01,65,,,,10,3,2020,25,3,2020,10,3,2020,33,2998,0-15
26,U001,200769623,WAL-MAR llc,2020-03-19 14:57:09.437500000,2020.0,1930617194.0,2020-03-06 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-06 00:00:00.000000000,NAH4,36.06,65,,,,6,3,2020,21,3,2020,6,3,2020,33,2997,
27,U001,200418007,AM in,2020-04-21 19:52:32.789062500,2020.0,1930752243.0,2020-04-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAA8,25836.19,65,,,,6,4,2020,21,4,2020,6,4,2020,20,99,0-15
28,U001,200739006,AL foundation,2020-05-03 11:36:56.593750000,2020.0,1930768064.0,2020-04-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAA8,4309.05,65,,,,15,4,2020,30,4,2020,15,4,2020,20,57,0-15
29,U001,100031704,DELHAIZE associates,2020-05-04 20:49:27.656250000,2020.0,1930789873.0,2020-04-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAA8,70181.07,65,,,,15,4,2020,30,4,2020,15,4,2020,20,722,0-15
30,U001,200769623,WAL-MAR trust,2020-04-11 18:57:25.345703125,2020.0,1930705172.0,2020-03-28 00:00:00.000000000,2020-04-12 00:00:00.000000000,2020-03-28 00:00:00.000000000,NAH4,3403.8,65,,,,28,3,2020,12,4,2020,28,3,2020,33,2999,
31,U001,200744019,TARG systems,2020-05-22 02:07:03.000000000,2020.0,1930620634.0,2020-03-10 00:00:00.000000000,2020-05-14 00:00:00.000000000,2020-03-10 00:00:00.000000000,NAGD,10665.53,65,,,,10,3,2020,14,5,2020,10,3,2020,32,2790,0-15
32,U001,200769623,WAL-MAR ,2020-04-05 00:12:46.709411621,2020.0,1930676002.0,2020-03-21 00:00:00.000000000,2020-04-05 00:00:00.000000000,2020-03-21 00:00:00.000000000,NAH4,7280.51,65,,,,21,3,2020,5,4,2020,21,3,2020,33,2990,0-15
33,U001,200726979,BJ'S  corporation,2020-03-23 04:45:34.562500000,2020.0,1930585378.0,2020-03-02 00:00:00.000000000,2020-03-17 00:00:00.000000000,2020-03-02 00:00:00.000000000,NAA8,13681.7,65,,,,2,3,2020,17,3,2020,2,3,2020,20,313,0-15
34,U001,200706844,WINC associates,2020-04-28 17:57:26.062500000,2020.0,1930773419.0,2020-04-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,2020-04-07 00:00:00.000000000,NAA8,33947.85,65,,,,7,4,2020,22,4,2020,7,4,2020,20,3053,0-15
35,U001,200793830,M llc,2020-04-23 04:30:45.988281250,2020.0,1930767747.0,2020-04-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,2020-04-08 00:00:00.000000000,NAA8,4537.14,65,,,,8,4,2020,23,4,2020,8,4,2020,20,1694,0-15
36,U001,200769623,WAL-MAR foundation,2020-04-23 22:02:11.000000000,2020.0,1930750455.0,2020-04-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAH4,14355.96,65,,,,6,4,2020,21,4,2020,6,4,2020,33,2995,0-15
37,U001,200769623,WAL-MAR systems,2020-04-16 22:17:39.773437500,2020.0,1930738904.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAH4,367.71,65,,,,3,4,2020,18,4,2020,3,4,2020,33,2998,
38,U001,200769623,WAL-MAR trust,2020-05-20 08:32:08.660156250,2020.0,1930862467.0,2020-05-06 00:00:00.000000000,2020-05-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,NAH4,56284.77,65,,,,6,5,2020,21,5,2020,6,5,2020,33,2999,
39,U001,200769623,WAL-MAR systems,2020-03-14 17:26:02.740234375,2020.0,1930582162.0,2020-02-29 00:00:00.000000000,2020-03-15 00:00:00.000000000,2020-02-29 00:00:00.000000000,NAH4,50493.86,65,,,,29,2,2020,15,3,2020,29,2,2020,33,2998,
40,U001,200769623,WAL-MAR llc,2020-05-08 11:22:41.843750000,2020.0,1930802490.0,2020-04-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,NAH4,15489.43,65,,,,21,4,2020,6,5,2020,21,4,2020,33,2997,0-15
41,CA02,140104423,METRO  llc,2020-03-16 07:17:16.906250000,2020.0,2960617050.0,2020-02-27 00:00:00.000000000,2020-03-11 00:00:00.000000000,2020-03-01 00:00:00.000000000,CA10,93179.35199999998,65,,,,27,2,2020,11,3,2020,1,3,2020,5,1866,0-15
42,U001,200726979,BJ'S  systems,2020-05-09 22:22:17.593750000,2020.0,1930801417.0,2020-04-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,NAA8,360.33,65,,,,19,4,2020,4,5,2020,19,4,2020,20,317,0-15
43,U001,200743996,STATER  llc,2020-05-12 08:49:56.687500000,2020.0,1930660304.0,2020-03-16 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAGD,3826.03,65,,,,16,3,2020,20,5,2020,16,3,2020,32,2618,
44,U001,200752302,KROGER trust,2020-04-19 14:20:47.687500000,2020.0,1930733767.0,2020-04-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-04-02 00:00:00.000000000,NAA8,96674.05,65,,,,2,4,2020,17,4,2020,2,4,2020,20,1570,0-15
45,CA02,140105686,SYSC llc,2020-05-27 01:58:02.812500000,2020.0,2960633120.0,2020-05-06 00:00:00.000000000,2020-05-18 00:00:00.000000000,2020-05-08 00:00:00.000000000,CA10,43230.299,65,,,,6,5,2020,18,5,2020,8,5,2020,5,2706,0-15
46,U001,200711029,WEGMAN corp,2020-04-25 18:26:07.062500000,2020.0,1930742932.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAA8,14382.22,65,,,,3,4,2020,18,4,2020,3,4,2020,20,3020,0-15
47,CA02,2001,KRAFT  corporation,2020-05-07 01:28:04.750000000,2020.0,2960622220.0,2020-03-20 00:00:00.000000000,2020-04-27 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAG2,17828.068999999996,65,,,,20,3,2020,27,4,2020,23,3,2020,31,1506,0-15
48,U001,200769623,WAL-MAR llc,2020-05-08 10:03:59.031250000,2020.0,1930804924.0,2020-04-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,NAH4,35509.95,65,,,,21,4,2020,6,5,2020,21,4,2020,33,2997,0-15
49,U001,200769623,WAL-MAR associates,2020-04-23 05:30:34.531250000,2020.0,1930746955.0,2020-04-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,2020-04-05 00:00:00.000000000,NAH4,13512.61,65,,,,5,4,2020,20,4,2020,5,4,2020,33,2991,0-15
50,U001,200772670,ASSOCIAT corp,2020-04-17 05:40:12.312500000,2020.0,1930698156.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAU5,24421.33,65,,,,24,3,2020,8,4,2020,24,3,2020,45,181,0-15
51,U001,200769623,WAL-MAR co,2020-05-06 12:13:50.687500000,2020.0,1930801200.0,2020-04-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,NAH4,11217.33,65,,,,19,4,2020,4,5,2020,19,4,2020,33,2992,0-15
52,U001,200769623,WAL-MAR systems,2020-04-30 06:22:05.937500000,2020.0,1930776682.0,2020-04-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,2020-04-13 00:00:00.000000000,NAH4,12554.13,65,,,,13,4,2020,28,4,2020,13,4,2020,33,2998,0-15
53,U001,200720238,WOODM co,2020-05-24 09:11:20.281250000,2020.0,1930858727.0,2020-05-06 00:00:00.000000000,2020-05-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,NAA8,126919.03,65,,,,6,5,2020,21,5,2020,6,5,2020,20,2922,0-15
54,CA02,140106408,WAL-M in,2020-05-18 22:25:03.375000000,2020.0,2960631200.0,2020-04-25 00:00:00.000000000,2020-05-05 00:00:00.000000000,2020-04-25 00:00:00.000000000,CA10,28537.684,65,,,,25,4,2020,5,5,2020,25,4,2020,5,2985,0-15
55,U001,200769623,WAL-MAR co,2020-04-19 04:19:26.312500000,2020.0,1930729999.0,2020-04-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAH4,24834.9,65,,,,1,4,2020,16,4,2020,1,4,2020,33,2992,0-15
56,U001,200769623,WAL-MAR us,2020-03-28 09:45:38.937500000,2020.0,1930653060.0,2020-03-15 00:00:00.000000000,2020-03-30 00:00:00.000000000,2020-03-15 00:00:00.000000000,NAH4,50202.83,65,,,,15,3,2020,30,3,2020,15,3,2020,33,3000,
57,U001,200769623,WAL-MAR us,2020-04-18 03:01:25.187500000,2020.0,1930715979.0,2020-04-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAH4,8299.7,65,,,,1,4,2020,16,4,2020,1,4,2020,33,3000,0-15
58,U001,200799367,MCL corporation,2020-04-10 17:04:21.656250000,2020.0,1930673430.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAA8,51602.13,65,,,,24,3,2020,8,4,2020,24,3,2020,20,1802,0-15
59,U001,200759878,SA co,2020-04-30 23:24:31.781250000,2020.0,1930783249.0,2020-04-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,2020-04-14 00:00:00.000000000,NAH4,18900.99,65,,,,14,4,2020,29,4,2020,14,4,2020,33,2376,0-15
60,U001,200794332,COST corp,2020-03-30 12:17:01.757812500,2020.0,1930638145.0,2020-03-14 00:00:00.000000000,2020-03-29 00:00:00.000000000,2020-03-14 00:00:00.000000000,NAAX,49467.7,65,,,,14,3,2020,29,3,2020,14,3,2020,22,610,0-15
61,U001,200515231,US  us,2020-04-30 01:31:57.062500000,2020.0,1930768145.0,2020-04-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-09 00:00:00.000000000,NAA8,10187.66,65,,,,9,4,2020,24,4,2020,9,4,2020,20,2915,0-15
62,U001,200782669,SYGMA corp,2020-03-28 18:35:26.820312500,2020.0,1930636977.0,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAA8,237.4,65,,,,13,3,2020,28,3,2020,13,3,2020,20,2689,0-15
63,U001,200769623,WAL-MAR foundation,2020-05-29 08:22:16.843750000,2020.0,1930882979.0,2020-05-12 00:00:00.000000000,2020-05-27 00:00:00.000000000,2020-05-12 00:00:00.000000000,NAH4,11532.84,65,,,,12,5,2020,27,5,2020,12,5,2020,33,2995,0-15
64,U001,200769623,WAL-MAR ,2020-04-10 19:08:51.828125000,2020.0,1930692833.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAH4,20017.92,65,,,,24,3,2020,8,4,2020,24,3,2020,33,2990,0-15
65,U001,200331749,SYSC foundation,2020-03-19 07:54:48.406250000,2020.0,1930579080.0,2020-02-28 00:00:00.000000000,2020-03-14 00:00:00.000000000,2020-02-28 00:00:00.000000000,NAA8,5320.85,65,,,,28,2,2020,14,3,2020,28,2,2020,20,2704,0-15
66,U001,200772670,ASSOCIAT associates,2020-05-17 07:40:23.562500000,2020.0,1930819529.0,2020-04-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,NAU5,30900.83,65,,,,23,4,2020,8,5,2020,23,4,2020,45,179,0-15
67,U001,200772670,ASSOCIAT us,2020-04-21 20:57:42.375000000,2020.0,1930736164.0,2020-04-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-04-02 00:00:00.000000000,NAU5,65843.26,65,,,,2,4,2020,17,4,2020,2,4,2020,45,188,0-15
68,U001,200706844,WINC foundation,2020-03-22 22:49:10.093750000,2020.0,1930599854.0,2020-03-04 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAA8,359.44,65,,,,4,3,2020,19,3,2020,4,3,2020,20,3057,0-15
69,U001,100043975,JAVA ,2020-04-21 22:18:29.187500000,2020.0,1930740345.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAA8,1427.36,65,,,,3,4,2020,18,4,2020,3,4,2020,20,2922,0-15
70,U001,200762301,C&S WH in,2020-03-23 14:13:14.656250000,2020.0,1930592552.0,2020-03-04 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAC6,99091.71,65,,,,4,3,2020,19,3,2020,4,3,2020,25,430,0-15
71,U001,200148860,DOLLA associates,2020-05-31 04:35:39.500000000,2020.0,1930732920.0,2020-04-03 00:00:00.000000000,2020-06-07 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAGD,6543.44,65,,,,3,4,2020,7,6,2020,3,4,2020,32,785,
72,CA02,100027744,OMEGA AD in,2020-05-22 14:43:32.687500000,2020.0,2960635652.0,2020-05-19 00:00:00.000000000,2020-05-19 00:00:00.000000000,2020-05-19 00:00:00.000000000,CAB1,4924.5,65,,,,19,5,2020,19,5,2020,19,5,2020,8,2018,0-15
73,U001,100031704,DELHAIZE co,2020-03-22 10:07:44.625000000,2020.0,1930585468.0,2020-03-01 00:00:00.000000000,2020-03-16 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAA8,106394.18,65,,,,1,3,2020,16,3,2020,1,3,2020,20,723,0-15
74,U001,200799420,HT HA foundation,2020-04-12 20:15:37.718750000,2020.0,1930703225.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAA8,801.1,65,,,,25,3,2020,9,4,2020,25,3,2020,20,2922,0-15
75,U001,200974851,RESTA systems,2020-04-11 09:04:45.031250000,2020.0,1930706997.0,2020-03-26 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAA8,3566.69,65,,,,26,3,2020,10,4,2020,26,3,2020,20,2299,0-15
76,U001,200769623,WAL-MAR in,2020-05-12 16:44:15.039062500,2020.0,1930830709.0,2020-04-28 00:00:00.000000000,2020-05-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,NAH4,8885.57,65,,,,28,4,2020,13,5,2020,28,4,2020,33,2996,
77,U001,200793568,SUPE llc,2020-03-30 11:06:38.187500000,2020.0,1930630388.0,2020-03-10 00:00:00.000000000,2020-03-25 00:00:00.000000000,2020-03-10 00:00:00.000000000,NAA8,15893.27,65,,,,10,3,2020,25,3,2020,10,3,2020,20,2656,0-15
78,U001,200759878,SA foundation,2020-03-22 22:16:28.640625000,2020.0,1930609945.0,2020-03-06 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-06 00:00:00.000000000,NAH4,70180.8,65,,,,6,3,2020,21,3,2020,6,3,2020,33,2379,0-15
79,U001,200712187,SPAR in,2020-05-07 07:54:54.828125000,2020.0,1930806222.0,2020-04-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,NAA8,119384.36,65,,,,20,4,2020,5,5,2020,20,4,2020,20,2599,0-15
80,U001,100047532,KEYSTON associates,2020-03-23 12:29:59.656250000,2020.0,1930592834.0,2020-03-04 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAA8,11852.54,65,,,,4,3,2020,19,3,2020,4,3,2020,20,2922,0-15
81,U001,200794332,COST co,2020-03-27 04:24:04.437500000,2020.0,1930562584.0,2020-02-28 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-02-28 00:00:00.000000000,NA84,11225.42,65,,,,28,2,2020,19,3,2020,28,2,2020,17,609,0-15
82,U001,200148860,DOLLA associates,2020-05-25 08:23:26.906250000,2020.0,1930699340.0,2020-03-25 00:00:00.000000000,2020-05-29 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAGD,5456.75,65,,,,25,3,2020,29,5,2020,25,3,2020,32,785,
83,U001,200794332,COST llc,2020-05-23 23:09:34.695312500,2020.0,1930862420.0,2020-05-08 00:00:00.000000000,2020-05-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,NAAX,81500.86,65,,,,8,5,2020,23,5,2020,8,5,2020,22,614,0-15
84,U001,200555117,BURR trust,2020-04-12 19:40:39.703125000,2020.0,1930709963.0,2020-03-27 00:00:00.000000000,2020-04-11 00:00:00.000000000,2020-03-27 00:00:00.000000000,NAA8,749.14,65,,,,27,3,2020,11,4,2020,27,3,2020,20,2922,0-15
85,U001,200769623,WAL-MAR in,2020-05-23 04:04:28.546875000,2020.0,1930878284.0,2020-05-09 00:00:00.000000000,2020-05-24 00:00:00.000000000,2020-05-09 00:00:00.000000000,NAH4,2219.89,65,,,,9,5,2020,24,5,2020,9,5,2020,33,2996,
86,U001,200772670,ASSOCIAT corp,2020-04-14 01:28:48.500000000,2020.0,1930683241.0,2020-03-21 00:00:00.000000000,2020-04-05 00:00:00.000000000,2020-03-21 00:00:00.000000000,NAU5,15489.78,65,,,,21,3,2020,5,4,2020,21,3,2020,45,181,0-15
87,U001,200707822,PUBLI corporation,2020-05-21 18:22:56.453125000,2020.0,1930857983.0,2020-05-04 00:00:00.000000000,2020-05-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,NAA8,126107.91,65,,,,4,5,2020,19,5,2020,4,5,2020,20,2194,0-15
88,CA02,140104392,FLANAG us,2020-04-01 17:42:28.875000000,2020.0,2960619205.0,2020-03-06 00:00:00.000000000,2020-03-20 00:00:00.000000000,2020-03-10 00:00:00.000000000,CA10,2528.673,65,,,,6,3,2020,20,3,2020,10,3,2020,5,2922,0-15
89,U001,200769623,WAL-MAR corp,2020-05-15 09:04:41.781250000,2020.0,1930831780.0,2020-04-28 00:00:00.000000000,2020-05-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,NAH4,11545.38,65,,,,28,4,2020,13,5,2020,28,4,2020,33,2993,0-15
90,U001,200759878,SA systems,2020-04-13 16:46:14.437500000,2020.0,1930717567.0,2020-03-31 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAH4,47646.57,65,,,,31,3,2020,15,4,2020,31,3,2020,33,2382,
91,U001,200705742,DOT foundation,2020-03-12 10:15:58.062500000,2020.0,1930581678.0,2020-02-28 00:00:00.000000000,2020-03-14 00:00:00.000000000,2020-02-28 00:00:00.000000000,NAA8,5932.51,65,,,,28,2,2020,14,3,2020,28,2,2020,20,820,
92,U001,200793568,SUPE trust,2020-04-08 14:41:23.765625000,2020.0,1930690537.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAA8,1635.76,65,,,,23,3,2020,7,4,2020,23,3,2020,20,2658,0-15
93,U001,200726979,BJ'S  ,2020-03-29 03:40:13.796875000,2020.0,1930646128.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAA8,1286.3,65,,,,12,3,2020,27,3,2020,12,3,2020,20,309,0-15
94,U001,200704858,WAKE corp,2020-04-26 04:01:12.281250000,2020.0,1930762384.0,2020-04-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-09 00:00:00.000000000,NAA8,99568.42,65,,,,9,4,2020,24,4,2020,9,4,2020,20,2965,0-15
95,U001,200780383,MEIJ in,2020-04-02 05:56:24.806640625,2020.0,1930665025.0,2020-03-18 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAA8,3612.63,65,,,,18,3,2020,2,4,2020,18,3,2020,20,1839,0-15
